center,left,right,steering,throttle,reverse,speed
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_56_614.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_56_614.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_56_614.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_56_700.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_56_700.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_56_700.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_56_783.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_56_783.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_56_783.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_56_871.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_56_871.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_56_871.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_56_961.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_56_961.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_56_961.jpg,-0.05,1,0,30.18971
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_049.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_049.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_049.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_132.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_132.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_132.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_218.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_218.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_218.jpg,0,1,0,30.1905
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_307.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_307.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_307.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_397.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_397.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_397.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_482.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_482.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_482.jpg,-0.15,1,0,30.18419
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_569.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_569.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_569.jpg,0,1,0,30.18931
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_657.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_657.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_657.jpg,0,1,0,30.19016
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_747.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_747.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_747.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_832.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_832.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_832.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_914.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_914.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_914.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_57_998.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_57_998.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_57_998.jpg,0,1,0,30.19034
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_084.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_084.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_084.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_169.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_169.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_169.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_252.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_252.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_252.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_336.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_336.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_336.jpg,-0.05,1,0,30.18971
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_419.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_419.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_419.jpg,-0.25,1,0,30.17474
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_493.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_493.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_493.jpg,0,1,0,30.19013
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_562.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_562.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_562.jpg,0,1,0,30.19016
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_645.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_645.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_645.jpg,0,1,0,30.19024
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_727.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_727.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_727.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_807.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_807.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_807.jpg,0,1,0,30.19033
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_890.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_890.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_890.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_58_970.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_58_970.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_58_970.jpg,-0.2,1,0,30.17991
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_045.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_045.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_045.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_112.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_112.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_112.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_193.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_193.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_193.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_272.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_272.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_272.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_353.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_353.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_353.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_435.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_435.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_435.jpg,-0.2,1,0,30.17998
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_517.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_517.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_517.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_599.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_599.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_599.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_682.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_682.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_682.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_765.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_765.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_765.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_846.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_846.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_846.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_29_59_928.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_29_59_928.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_29_59_928.jpg,0,1,0,30.19074
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_015.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_015.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_015.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_093.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_093.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_093.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_172.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_172.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_172.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_250.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_250.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_250.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_330.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_330.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_330.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_413.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_413.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_413.jpg,-0.2,1,0,30.17983
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_493.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_493.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_493.jpg,0,1,0,30.18292
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_567.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_567.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_567.jpg,0,1,0,30.18955
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_646.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_646.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_646.jpg,0,1,0,30.19014
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_727.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_727.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_727.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_802.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_802.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_802.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_880.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_880.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_880.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_00_961.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_00_961.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_00_961.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_039.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_039.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_039.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_114.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_114.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_114.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_193.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_193.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_193.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_275.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_275.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_275.jpg,0,1,0,30.19023
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_352.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_352.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_352.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_430.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_430.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_430.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_510.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_510.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_510.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_592.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_592.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_592.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_667.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_667.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_667.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_745.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_745.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_745.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_827.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_827.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_827.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_905.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_905.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_905.jpg,-0.2,1,0,30.1798
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_01_982.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_01_982.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_01_982.jpg,0,1,0,30.19106
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_061.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_061.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_061.jpg,0,1,0,30.19014
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_145.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_145.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_145.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_222.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_222.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_222.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_296.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_296.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_296.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_377.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_377.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_377.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_450.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_450.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_450.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_529.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_529.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_529.jpg,0,1,0,30.19042
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_609.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_609.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_609.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_684.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_684.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_684.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_762.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_762.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_762.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_843.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_843.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_843.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_918.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_918.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_918.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_02_996.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_02_996.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_02_996.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_093.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_093.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_093.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_177.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_177.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_177.jpg,-0.1,1,0,30.18771
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_258.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_258.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_258.jpg,0,1,0,30.18595
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_334.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_334.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_334.jpg,0,1,0,30.18997
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_412.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_412.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_412.jpg,0,1,0,30.19024
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_493.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_493.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_493.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_566.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_566.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_566.jpg,-0.15,1,0,30.18471
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_646.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_646.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_646.jpg,0,1,0,30.19091
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_725.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_725.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_725.jpg,0,1,0,30.19003
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_806.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_806.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_806.jpg,0,1,0,30.19023
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_884.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_884.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_884.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_03_960.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_03_960.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_03_960.jpg,-0.1,1,0,30.18815
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_041.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_041.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_041.jpg,0,1,0,30.18614
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_115.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_115.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_115.jpg,0,1,0,30.18999
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_191.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_191.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_191.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_265.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_265.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_265.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_339.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_339.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_339.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_413.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_413.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_413.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_489.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_489.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_489.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_564.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_564.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_564.jpg,-0.1,1,0,30.18766
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_641.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_641.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_641.jpg,0,1,0,30.19091
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_720.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_720.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_720.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_794.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_794.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_794.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_872.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_872.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_872.jpg,0,1,0,30.19026
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_04_945.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_04_945.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_04_945.jpg,0,1,0,30.19038
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_020.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_020.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_020.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_097.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_097.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_097.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_174.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_174.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_174.jpg,-0.05,1,0,30.18973
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_253.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_253.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_253.jpg,-0.25,1,0,30.17475
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_325.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_325.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_325.jpg,0,1,0,30.18878
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_406.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_406.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_406.jpg,0,1,0,30.19009
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_479.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_479.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_479.jpg,0,1,0,30.19021
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_557.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_557.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_557.jpg,-0.1,1,0,30.18836
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_05_629.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_05_629.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_05_629.jpg,0,1,0,30.19
